,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7
8982,0.04522389526005471,0.5305080650485016,-0.051086030024913534,0.0,-0.35744043821274374,0.0,-0.0698224083063696
12157,0.0,0.0,0.0,0.0,0.0,0.0,0.20475540565317574
15480,-0.02880477290520695,-0.17295094394275998,0.0,0.9378590096304437,0.0,-0.07435312744492416,0.0
7471,0.0,0.0,0.0,0.0,0.2887958386195729,0.0,0.0
8983,0.043769838737911966,-0.14077230680469854,0.4848540983366383,-0.25388074379165104,0.0,0.0,0.0
3494,0.0,0.0,0.0,0.0,0.0,-0.07375107933702597,0.5085656505627608
7951,-0.06319313477949129,-0.21515260273615613,0.0,0.867509976446649,0.0,-0.06704913226269943,0.0
5897,-0.2517544387130197,0.0,-0.6606551076064918,-0.2419945562405925,0.641911176552617,0.1725495927953672,0.2354386824602959
4205,0.9762249051458781,0.0,-0.07915963749098388,-0.002657823548971243,-0.025654964577221637,-0.07619655354256699,0.0
7746,0.0,-0.006987398617576517,0.0,0.0,0.0,0.619347596759686,-0.04754065332463745
6328,0.0,-0.17050402531791298,0.0,0.0,0.7482027185370571,-0.10773468904592552,-0.051941800797597894
9530,-0.03961484757802203,0.0,0.0,0.0,0.0,-0.1814067396430376,0.7839587349722663
15788,-0.015376397483062755,0.0,0.0,-0.1801871400490093,0.0844200441491691,-0.005266875766658896,0.0
11342,0.0,-0.17206352589443488,0.0,0.8737541956344913,0.0,-0.04172125318710405,0.0
5844,0.0,-0.2522489851513856,-0.0938027068632604,0.0,-0.005677614747161779,0.4020253709697034,0.2887533773242842
603,0.0,0.0,-0.08907374482292246,0.0,0.5348741847146328,0.0,-0.4256562687526756
4384,-0.045670331077034054,0.0,0.0,0.6334495192592287,0.0,-0.04157302836560915,0.0
15283,-0.23243681974260164,0.0,0.8772540138420083,0.0,0.0,-0.08217845722431115,0.0
2445,0.24642259088336121,0.7930628423332626,-0.3555041435803831,-0.031095154042944627,-0.00033206896434563577,-0.022583987740705413,-0.10706795800316032
1433,0.0,-0.24402422527843576,0.3896704463652559,-0.2611584301293038,-0.020414674282335385,0.19512291338453572,0.0
1276,0.0,-0.13600819044558915,0.0,0.0,0.0,0.3847198465818075,0.13283776696497457
13947,0.971590750342192,-0.34466082859922775,-0.21702673912481307,0.3027121069663789,0.0,-0.40849254285873465,-0.10073140113475218
6468,-0.030464155649737035,0.1301994300306818,-0.3371153675596449,-0.19004958438756378,0.10286022549838963,-0.39448908524506077,0.8935340547276448
7482,-0.10521640831666987,0.0,0.7255088999884457,-0.19621334689410147,0.37699948145853357,-0.5176930508013605,-0.029539808828713106
6501,-0.10966563263876702,0.008806189441135832,-0.11783439324145124,0.641061967687002,-0.013649657789802589,-0.05427406020381763,0.0
1808,-0.4231000983798966,-0.20219283918670147,-0.07044830712587344,0.0,0.0,0.7063745136974408,0.1334305778467016
7137,0.0,-0.0021282380777244776,0.0,-0.18552250203295098,0.03183772481351805,0.0,0.0
5561,0.19733954293124853,-0.11142373063491294,0.0,0.0,0.15048536005267416,-0.008149016034837845,0.0
15239,0.41834364070669805,0.0,-0.2924212316700228,-0.023520795515071587,-0.1335303462830182,0.7315749047712714,-0.30369147781715333
13982,0.5720635977603724,0.5469515587528626,-0.1674839685335616,0.0,-0.48993722846505466,-0.20996962018428625,0.0
14457,-0.23909952868345605,-0.015390674959498318,-0.31464173764448017,0.0,0.4666823404294499,0.40953531042458496,0.0
2798,-0.021872896485421938,-0.6055851004256924,-0.26147418990194504,0.015853131558881947,0.0,0.8246315895903055,0.0
3382,-0.09875209356438346,0.0,0.0,0.0,0.7305988651149369,-0.033064659484648165,-0.006430930559850147
5335,0.0,-0.016863576863781923,0.0,0.3059882758298879,0.0,0.0,0.0
16099,-0.03674691518507954,-0.013634568920484395,-0.1161749554296371,0.0,0.02816850099870717,0.8692279859275931,-0.2864498121616691
3210,0.4202112147268827,0.20019257851360925,-0.19441374260410937,-0.15743273473967687,-0.35237499909163017,-0.16551758665481311,0.4234562834209899
2482,-0.035147525791109954,0.0,0.052021448480675046,0.5214985892089441,0.0,-0.034457323169386996,-0.01277079453136986
13338,-0.07242753013059572,-0.030439014816130785,0.0,0.0,0.6064042654645013,0.0,-0.006540137525548456
7722,0.0,0.0,0.2926332258843914,-0.22041660020484452,0.0,0.0,0.0
4170,0.5140792149674791,0.01151278505137295,-0.1261506076181462,-0.02353510239351723,-0.052611956600580836,0.0,-0.05990142589047894
3274,-0.21773897220502714,1.0394757540908368,-0.20501647510402488,0.0,0.0,-0.19402919009949995,0.0
12489,0.0,0.0,0.0,0.0,0.2785798387420197,0.0,0.0
8686,-0.04724323419012484,0.0,0.0,0.39791801553342965,0.18950642788635474,-0.6279915037781907,0.0
5123,0.0,0.0,0.0,0.0,0.0,-0.04559784573208901,0.44527460267580826
12858,-0.39752595341444796,0.6876801302347001,-0.2445594054566728,-0.03477533915208364,-0.10095033124255196,0.0,0.3547603062134945
14022,0.06277044682719156,-0.024019584740764068,0.0,0.0,0.3958824817776518,-0.057861740361346926,0.0
4432,0.0,-0.4956903984579961,-0.04471335419370969,0.0,-0.18831998603897712,0.2257917012616258,0.643057142409655
11949,0.06754456970193225,0.0,0.14316201587811567,-0.2942415477880434,0.04894626812098312,-0.14355170938080966,0.0
2999,0.6443430609723199,-0.440206153049809,-0.04657527996407927,-0.05634186961210131,-0.1796688925038395,0.0,0.41064898883304074
439,0.0,-0.03271159613363733,0.0,0.1764271909724365,0.0,0.0,0.0
2179,-0.46366254481083474,0.0,-0.16332292008845337,0.0,0.0,0.06314188963107453,0.40028820566175555
15443,0.4401592802686243,-0.19519439843357844,0.2154176889682894,-0.09110007663275943,0.0,-0.05027661230563966,0.0
14407,0.0,-0.11461860831563468,0.0,0.0,0.0,0.0,0.5258929960844159
4826,0.2727550316245959,-0.0642641680216648,-0.042221806707014524,0.0,0.11870137276637534,0.0,0.0
3431,0.0,-0.12147646086392211,-0.7203184764387841,0.0,0.013095159974351496,0.27360131105022467,0.364838055899741
13983,0.3855196873581587,-0.009702204510955726,0.0,0.0,0.0,-0.10286662577524763,-0.25267363748818655
16094,0.1136525596077394,-0.2585220615648152,0.23846334113925294,0.0,-0.0039616300683863875,0.04375095214861525,0.0
15039,0.0,0.0,0.0,0.0,0.19198184795841985,0.0,0.0
4502,-0.19040286551465332,-0.34960188641928486,-0.07224104868842085,0.11331557462370934,0.0,0.5919453923022716,0.07436125481644969
2200,-0.0007870284793345666,-0.11285541504748207,0.3840042951332378,0.0,-0.09412335362716326,0.34102730517732116,-0.06268130826258542
11050,0.0,-0.0019481726064576302,0.0,0.3455562561084588,0.0,0.0,0.0
10344,0.06019390444524804,-0.00855087012338748,0.0,0.0,0.0,0.0,0.0
3599,-0.05297398395679251,0.6869862246880276,-0.02083713517322648,0.0,0.0,0.0,-0.04982016190066068
5240,-0.03773928276773399,0.10826491681594833,-0.35794352300078963,-0.07692011628223779,0.1848776495114023,-0.03967470769527355,0.39288376876941367
15212,0.0,0.0,0.16952028090387503,-0.005797531412252036,0.19141380035423533,-0.19705871969614935,-0.0628575883643217
16320,-0.0014515184592350189,0.0,0.518879381461494,0.0,-0.07444118085124983,0.0,0.0
10504,0.031268082299988655,-0.02050868920115155,-0.0376160719302174,0.0,0.44408697513902784,-0.07210610435102396,0.0
13811,0.06962071597564617,-0.06528388744408646,0.0,0.30715441743830013,0.0,-0.05120503682796047,0.0
15877,0.8218817046942876,-0.049251172249786694,-0.24217809968129173,-0.08329190098048406,0.0,0.0,0.0
7189,0.0,-0.03853392255553838,0.0,0.0,0.27729039688727963,0.11739123222657523,-0.0449669855279861
2799,-0.08961216115563479,0.13956523233316356,0.0,0.0,-0.5140861513984846,0.07177667097795644,0.35925501631620005
12134,-0.0393153055016399,-0.23045474138763647,0.0,0.0,0.0,0.0,0.6395272255489337
3508,-0.6128320649437955,0.43066500409197983,0.19414514935069493,-0.10679878931452999,0.08216213091139779,-0.23298754658970472,0.07145659765179768
15031,0.0,-0.40978574468851076,-0.23352430537257765,0.15753556105223712,0.0,0.0,0.4115430719612362
11813,-0.059402492952030025,0.0,0.08859718059413198,0.0,0.2819172720029214,-0.013959085194730264,0.0
7143,0.0,-0.3188112023856865,0.7443627327387756,-0.004414542637871641,0.0,-0.07004098034706585,-0.0033205096209858328
7150,0.0,-0.08605801024407359,0.0,0.0,0.3185689709744233,-0.038139200620624605,0.0
14630,0.0,-0.03817024052720811,0.0,0.18385192855395563,0.0,0.0,0.0
7902,0.0,0.0,0.05733862002389813,-0.12197746968970122,0.5782990935942212,-0.2763992830205292,0.0
1652,0.0,0.0,0.0,0.0,0.0,0.0,0.483023900901755
6140,-0.46113473077826733,0.6203868476709217,0.0,0.037392619566665335,-0.49420750580271566,0.16424804144882926,-0.037890104193218976
7664,0.26088798523356505,-0.041624042488710294,0.0,0.0,0.0,0.0,0.0
8792,0.0,-0.00023100266436630327,0.0,0.0,0.0,-0.056341976549421066,0.2737221693707393
4040,0.11202834876374772,0.1620283003966703,0.0,0.0,-0.09532050450388677,-0.04797718515260216,0.0
1364,0.0,-0.1635161134508378,-0.09343315160840109,0.0,0.0,0.785442393716232,-0.10673180581231638
8213,0.0,0.0,0.0,-0.193604234419113,0.0,-0.07719601675338553,0.219629426627779
10249,0.0,-0.4840821810248174,0.0,0.0,0.28024931527933544,0.0,0.0
14117,0.0,-0.07770642141306333,0.0,0.1452491098023892,0.0,0.0,0.0
6910,-0.23859616496827749,0.0,0.0,-0.31702173349243906,0.21208339038076332,0.0,0.3650030895863417
219,0.0,0.0,0.0,0.12487744685103995,0.0,0.0,0.0
4560,-0.02259367872664556,-0.22306726803567334,-0.19187619411888046,0.34051370782479684,0.12333233926025317,-0.03367768727259947,0.18120634225991622
15816,-0.034521767981837405,0.0,0.4505001752513142,0.0,-0.20208899490147714,0.04369051678786618,0.0
9376,0.5361190415331648,-0.09220935936458552,-0.09044677585488342,-0.01231964680512979,0.0,-0.2056719237602766,0.0975059827964741
4756,0.0,0.0,0.0,0.0,0.0,0.27814634935160926,0.0
4897,0.07669060536946522,-0.10206538624720007,-0.1887419883723687,-0.11785386525423754,0.6165969420932275,0.0,0.0
5450,-0.2291714676431722,-0.2569106122540445,0.7470408494218324,-0.18004447956798283,0.0,0.0,0.08798359215122403
503,0.0,0.39893200390381706,-0.28829495583765097,0.0,0.0,-0.0894748787616268,0.0
1759,0.0,0.0,0.0,0.0,0.0,-0.03541918076380007,0.14014636528605084
15005,0.0,-0.07668741088794798,0.0,0.0,0.0,-0.05726223385920247,0.5507342968300367
6143,0.0,-0.11235297581538267,-0.15616140166720266,0.1834324446739775,0.047852941052467866,0.07474945312665555,-0.10901354342273183
